渴求,0.0,0.45
渴望,0.15,0.2
無用,-0.35,-0.15
無助,-0.4,-0.05
無味,-0.15,-0.45
無奈,-0.35,-0.2
無知,-0.35,-0.15
無畏,0.4,0.35
無害,0.15,-0.2
無效,-0.2,-0.15
無益,-0.3,-0.3
無能,-0.5,0.25
無常,-0.35,-0.2
無望,-0.55,-0.05
無聊,-0.3,-0.4
無辜,-0.15,-0.25
無意義,-0.2,-0.25
無精打采,-0.35,-0.4
無憂無慮,0.5,-0.35
無關緊要,-0.1,-0.4
無懼,0.2,0.2
焦急,-0.5,0.5
焦慮,-0.45,0.35
猶疑,-0.25,0.05
猶豫,-0.2,-0.05
痛,-0.5,0.3
痛不欲生,-0.8,0.85
痛苦,-0.65,0.45
痛哭流涕,-0.8,0.75
發抖,-0.4,0.3
發牢騷,-0.35,0.25
發狂,-0.6,0.7
發怒,-0.65,0.75
發臭,-0.45,0.2
發愁,-0.5,0.3
盜,-0.5,0.2
結巴,-0.25,-0.1
絕妙,0.45,0.45
絕望,-0.7,0.25
脾氣,-0.05,-0.15
舒服,0.4,-0.35
舒適,0.45,-0.35
華麗,0.45,0.15
著迷,0.15,0.5
虛心,0.3,-0.6
虛弱,-0.5,-0.4
虛榮,-0.5,0.3
虛榮心,-0.5,0.25
訴苦,-0.45,0.4
詐騙,-0.6,0.5
費力,-0.4,0.3
跛,-0.45,0.0
跛腳,-0.45,0.05
鈍,-0.3,-0.6
開心,0.55,0.4
開明,0.5,0.0
開朗,0.55,0.1
閒散,-0.1,-0.7
陽光,0.55,0.0
隆重,0.4,0.5
雅緻,0.45,-0.15
順利,0.5,0.0
亂,-0.35,0.2
傲慢,-0.55,0.25
傳情,0.35,0.1
債務,-0.5,0.05
傷,-0.4,0.05
傷人,-0.45,0.45
傷亡,-0.7,0.6
傷天害理,-0.9,0.75
傷心,-0.5,0.3
傷害,-0.55,0.4
傷神,-0.4,0.15
傷痕,-0.35,0.0
傷悲,-0.5,0.25
傷殘,-0.55,0.2
傷痛,-0.5,0.4
傷勢,-0.4,-0.1
傷感,-0.4,0.05
傻,-0.35,-0.25
傻子,-0.35,-0.2
傻笑,-0.25,0.1
勢利,-0.45,0.1
嗚咽,-0.6,0.15
嫉,-0.5,0.3
嫌,-0.5,0.2
徬徨,-0.25,-0.15
微笑,0.35,-0.1
微醺,0.2,0.05
想念,-0.05,0.1
惹惱,-0.5,0.55
愁,-0.4,-0.05
愚笨,-0.45,-0.25
愛心,0.5,-0.1
愛情,0.5,0.2
愛慕,0.45,0.3
愛護,0.5,0.1
感恩,0.55,-0.05
感情,0.1,0.05
感傷,-0.3,0.1
感激,0.45,0.55
愧,-0.4,0.3
慈祥,0.5,-0.2
慈善,0.5,-0.1
慈悲,0.15,0.0
慌,-0.45,0.45
損人,-0.5,0.3
損害,-0.55,0.35
損傷,-0.55,0.45
損壞,-0.6,0.55
搏鬥,-0.45,0.55
敬畏,0.45,0.35
敬重,0.5,0.25
敬意,0.4,-0.05
暖和,0.35,-0.25
業障,-0.5,0.2
極好,0.7,0.7
極端,-0.15,0.5
極樂,0.45,0.4
毀掉,-0.55,0.4
毀敗,-0.55,0.35
毀棄,-0.55,0.4
毀傷,-0.6,0.35
毀損,-0.55,0.3
毀滅,-0.55,0.65
毀謗,-0.6,0.6
毀壞,-0.45,0.2
溫和,0.25,-0.35
溫柔,0.4,-0.2
溫情,0.4,-0.05
溫暖,0.55,-0.2
溫馨,0.6,-0.25
滑稽,-0.2,0.0
煩,-0.4,0.1
煩人,-0.4,0.3
煩心,-0.45,0.25
煩忙,-0.45,0.3
煩勞,-0.45,0.2
煩悶,-0.5,0.2
煩惱,-0.5,0.3
煩亂,-0.5,0.55
煩愁,-0.55,0.45
煩瑣,-0.35,0.15
煩擾,-0.4,0.25
煩雜,-0.4,0.25
煩躁,-0.45,0.65
痴狂,-0.25,0.65
禁止,-0.4,0.05
禁忌,-0.5,0.05
罪,-0.5,0.1
罪人,-0.55,0.25
罪大惡極,-0.9,0.95
罪犯,-0.6,0.25
罪名,-0.6,0.05
罪行,-0.65,0.25
罪惡,-0.7,0.5
罪過,-0.6,0.35
罪孽,-0.75,0.65
羨慕,0.25,0.15
義,0.35,0.25
義憤,-0.45,0.65
萬念俱灰,-0.9,0.6
萬歲,0.65,0.65
落伍,-0.35,-0.2
落空,-0.4,0.2
解決,0.3,-0.05
解脫,0.3,0.25
詫異,-0.2,0.45
詭計,-0.4,0.05
詼諧,0.35,-0.1
誇大,-0.35,0.0
誠,0.45,-0.05
誠心,0.5,-0.1
誠實,0.55,-0.05
賊,-0.6,0.25
躲避,-0.35,-0.05
遇難,-0.75,0.35
過失,-0.5,0.1
過錯,-0.45,0.0
違心,-0.5,0.05
違犯,-0.5,0.05
違抗,-0.55,0.45
違法,-0.65,0.4
違紀,-0.6,0.15
違約,-0.55,0.15
違背,-0.5,-0.05
違規,-0.4,0.05
頑固,-0.45,0.35
頑強,0.0,0.3
鼓舞,0.4,0.45
厭世,-0.7,0.4
厭食,-0.55,0.05
厭倦,-0.45,-0.2
厭惡,-0.6,0.55
厭煩,-0.5,0.15
嘆,-0.25,-0.35
嘆息,-0.4,-0.3
嘆氣,-0.45,-0.25
嫩,0.05,-0.15
寧靜,0.3,-0.85
對抗,-0.25,0.55
對質,-0.3,0.5
慘,-0.55,0.0
慢,-0.15,-0.55
慷慨,0.45,0.2
摧毀,-0.55,0.55
榮幸,0.45,0.1
榮耀,0.65,0.5
榮譽,0.65,0.2
滿足,0.6,-0.1
滿意,0.55,0.15
漂亮,0.55,0.25
漫不經心,-0.45,-0.4
瑣事,-0.3,-0.1
瑣碎,-0.3,-0.1
疑心,-0.45,0.1
疑神,-0.3,0.15
疑惑,-0.3,-0.05
疑慮,-0.35,0.0
疑點,-0.3,-0.2
疑難,-0.3,-0.15
疑懼,-0.3,0.3
瘋,-0.6,0.7
禍,-0.45,0.25
福氣,0.5,-0.15
精力,0.1,-0.25
精心,0.3,-0.1
精美,0.35,-0.2
精疲力盡,-0.5,0.05
精疲力竭,-0.5,0.1
精彩,0.65,0.65
緊張,-0.35,0.5
緊繃,-0.3,0.55
腐朽,-0.55,-0.25
腐臭,-0.5,-0.15
腐敗,-0.65,0.15
腐爛,-0.6,-0.05
認可,0.2,-0.25
誤,-0.35,-0.25
誤會,-0.45,0.1
誤解,-0.4,0.15
說謊,-0.6,0.1
豪爽,0.55,0.45
豪華,0.45,0.2
輕快,0.3,-0.05
輕忽,-0.3,0.05
輕視,-0.45,0.15
輕蔑,-0.6,0.45
輕鬆,0.25,-0.7
遠離,-0.15,-0.3
鄙,-0.55,0.3
酷刑,-0.75,0.8
酷愛,0.75,0.55
酸,-0.1,-0.05
酸甜苦辣,-0.05,0.05
銘印,0.2,0.3
骯髒,-0.45,-0.1
鼻酸,-0.4,0.35
僵化,-0.3,-0.25
僵住,-0.3,-0.35
僵冷,-0.35,-0.4
僵局,-0.3,-0.2
僵持,-0.4,0.15
僵硬,-0.4,0.1
劇烈,-0.1,0.8
嘮叨,-0.3,0.2
噁,-0.65,0.25
噁心,-0.7,0.45
墮落,-0.65,0.3
嫵媚,0.4,0.15
嬉笑,0.2,0.15
嬌弱,-0.3,-0.4
寬大,0.3,-0.2
寬容,0.5,-0.45
德行,0.4,-0.45
慶功,0.5,0.55
慶生,0.35,0.35
慶幸,0.35,0.25
慶賀,0.5,0.25
憂心,-0.35,0.25
憂患,-0.45,0.1
憂勞,-0.35,0.15
憂傷,-0.5,0.15
憂愁,-0.55,0.1
憂煩,-0.5,0.1
憂慮,-0.55,0.3
憂鬱,-0.65,-0.05
憎,-0.7,0.45
憐惜,-0.1,-0.05
憤,-0.6,0.65
摯情,0.55,0.1
摯愛,0.7,0.3
摯誠,0.65,0.25
撒謊,-0.45,0.05
撫育,0.25,-0.3
敵視,-0.5,0.4
敵意,-0.4,0.35
敵對,-0.55,0.5
暴力,-0.7,0.7
暴怒,-0.8,0.85
暴躁,-0.55,0.75
樂,0.4,0.15
樂子,0.3,-0.2
樂不,0.05,-0.15
樂天,0.45,-0.1
樂在其中,0.5,0.15
樂此,0.35,0.0
樂而,0.3,-0.15
樂得,0.3,-0.15
樂善,0.35,-0.15
樂園,0.35,0.1
樂極生悲,-0.55,0.45
樂趣,0.35,0.0
樂觀,0.5,0.0
歎為觀止,0.4,0.65
毅然,0.2,0.35
潔淨,0.3,-0.1
熱切,0.3,0.35
熱烈,0.35,0.65
熱衷,0.35,0.35
熱情,0.4,0.35
熱望,0.3,0.25
熱淚盈眶,0.0,0.65
熱鬧,0.35,0.4
獎,0.45,0.05
獎助,0.5,0.05
獎杯,0.6,0.1
獎狀,0.6,0.05
獎金,0.65,0.15
獎品,0.6,0.15
獎章,0.45,0.0
獎牌,0.45,0.05
獎賞,0.4,0.1
獎學金,0.6,0.15
獎勵,0.5,0.05
確定,0.3,0.05
確信,0.3,0.1
窮,-0.35,-0.25
窮困,-0.5,-0.2
糊塗,-0.3,-0.35
緩和,0.05,-0.45
蔑視,-0.6,0.4
衝突,-0.4,0.45
衝擊,-0.45,0.55
調皮,0.0,-0.05
調戲,-0.35,0.3
賤民,-0.7,0.65
賤骨頭,-0.8,0.7
質疑,-0.35,0.15
輝煌,0.5,0.3
適宜,0.35,0.0
適時,0.3,0.0
適當,0.3,-0.1
遭受,-0.35,0.2
鋌而走險,-0.5,0.5
震怒,-0.65,0.8
震顫,-0.45,0.6
震驚,-0.35,0.6
霉運,-0.55,0.1
養育,0.3,-0.25
魄力,0.5,0.3
魅力,0.55,0.15
懊悔,-0.4,0.35
懊惱,-0.45,0.5
戰火,-0.5,0.45
戰爭,-0.5,0.55
戰鬥,-0.5,0.5
戰勝,0.6,0.6
戰亂,-0.5,0.55
擁抱,0.35,0.15
擁護,0.35,0.25
擅長,0.3,0.0
操心,-0.3,0.15
操守,0.05,-0.3
操勞,-0.35,0.05
擔保,0.0,-0.05
擔憂,-0.35,-0.05
整齊,0.4,-0.2
整潔,0.45,-0.2
機敏,0.5,0.15
機警,0.5,0.35
機靈,0.5,0.25
激怒,-0.6,0.7
激動,-0.05,0.7
激情,0.1,0.6
激勵,0.55,0.45
獨自,-0.2,-0.45
獨創,0.3,-0.2
瘸,-0.4,-0.35
積極,0.4,0.4
罹難,-0.8,0.5
膩,-0.35,-0.25
興旺,0.45,0.15
興致,0.3,0.25
興趣,0.4,0.1
興奮,0.6,0.55
融洽,0.6,0.0
褫奪,-0.6,0.6
親,0.4,0.2
親吻,0.55,0.6
親和,0.5,-0.15
親密,0.65,0.3
諷刺,-0.5,0.45
諾言,0.45,0.2
謀殺,-0.85,0.7
踴躍,0.45,0.45
蹂躪,-0.7,0.65
輸家,-0.5,0.0
輸掉,-0.4,0.05
遲到,-0.3,0.0
遲鈍,-0.35,-0.35
遲疑,-0.35,-0.05
遺棄,-0.55,0.2
遺憾,-0.6,-0.05
錯,-0.5,-0.05
錯亂,-0.5,0.3
錯誤,-0.45,0.15
頭昏,-0.45,-0.1
默哀,-0.7,-0.2
優,0.45,0.1
優秀,0.65,0.4
優良,0.65,0.3
優柔寡斷,-0.45,-0.1
優美,0.45,0.1
優勝,0.65,0.45
優惠,0.45,0.3
優雅,0.45,0.0
優勢,0.45,0.25
優點,0.5,0.0
嚇,-0.35,0.45
壓力,-0.6,0.45
壓抑,-0.6,0.1
壓制,-0.35,0.25
壓迫,-0.55,0.55
尷尬,-0.3,-0.1
懦,-0.45,-0.2
擊,-0.05,0.4
擊敗,0.25,0.45
濫用,-0.5,0.15
濫情,-0.5,0.3
燦爛,0.4,0.35
獲勝,0.7,0.55
獲獎,0.7,0.5
瞧不起,-0.45,0.3
糟,-0.4,-0.15
糟糕,-0.45,0.05
糟蹋,-0.65,0.55
繁瑣,-0.3,0.0
繃緊,-0.2,0.55
聰明,0.5,-0.05
膽小,-0.35,-0.1
膽怯,-0.45,0.05
膽量,0.1,-0.1
膽戰心驚,-0.55,0.65
艱困,-0.45,0.4
艱辛,-0.5,0.35
艱苦,-0.5,0.4
艱深,-0.4,0.35
艱鉅,-0.45,0.55
艱險,-0.5,0.7
艱澀,-0.45,0.55
艱難,-0.45,0.55
虧損,-0.45,0.15
褻瀆,-0.65,0.65
謝天謝地,0.6,0.6
謝意,0.3,0.25
醜,-0.35,-0.3
鮮明,0.35,0.1
鮮美,0.3,0.1
嚮往,0.25,0.0
簡潔,0.3,-0.05
謹慎,0.35,-0.2
蹧蹋,-0.6,0.55
鎮定,0.1,-0.55
鎮靜,0.1,-0.8
鎮壓,-0.5,0.5
雜亂,-0.35,0.15
鬆懈,-0.35,-0.2
壞人,-0.4,0.1
壞心,-0.4,0.25
壞死,-0.55,0.0
壞事,-0.4,0.05
壞處,-0.4,0.0
壞話,-0.4,0.0
壞運,-0.5,0.15
寵愛,0.45,0.15
懲罰,-0.4,0.3
懶惰,-0.4,-0.25
懶散,-0.35,-0.5
懷鄉,0.0,-0.1
爆發,-0.2,0.65
癡迷,-0.3,0.45
穩健,0.5,0.05
贊同,0.5,0.0
辭職,-0.25,-0.05
難吃,-0.4,0.2
難堪,-0.5,0.35
難過,-0.5,0.15
難聞,-0.35,0.15
難熬,-0.6,0.55
難題,-0.35,0.05
願,0.25,0.0
騙,-0.4,0.25
嚴重,-0.45,0.5
嚴峻,-0.5,0.65
嚴格,-0.3,0.45
嚴酷,-0.55,0.65
嚴厲,-0.3,0.6
寶貴,0.5,0.0
競爭,0.0,0.4
耀眼,0.4,0.35
觸目驚心,-0.6,0.75
觸怒,-0.55,0.6
觸景傷情,-0.55,0.3
贏取,0.35,0.25
贏錢,0.4,0.3
騷動,-0.25,0.4
騷擾,-0.4,0.25
懼怕,-0.6,0.55
爛,-0.55,0.15
犧牲,-0.35,0.4
纏身,-0.35,0.3
纏訟,-0.35,0.15
纏綿,0.45,0.4
蠢,-0.5,0.05
護,0.25,-0.15
躊躇,-0.2,-0.05
顧慮,-0.2,-0.1
歡天喜地,0.8,0.7
歡心,0.55,0.4
歡呼,0.55,0.55
歡欣,0.55,0.5
歡笑,0.6,0.45
歡喜,0.6,0.45
歡愉,0.4,0.45
歡樂,0.55,0.45
歡聲,0.55,0.3
歡歡喜喜,0.75,0.45
顫抖,-0.45,0.45
驕傲,-0.05,0.35
髒,-0.45,-0.1
攪亂,-0.5,0.4
變味,-0.4,0.05
變動,-0.05,0.25
變質,-0.4,0.0
驚,-0.05,0.5
驚人,-0.05,0.65
驚心,-0.1,0.65
驚呆,-0.15,0.7
驚奇,0.3,0.6
驚怕,-0.35,0.5
驚恐,-0.55,0.7
驚悚,-0.55,0.7
驚異,-0.3,0.55
驚訝,0.0,0.55
驚喜,0.55,0.6
驚愕,-0.35,0.6
驚慌,-0.45,0.65
驚嘆,0.1,0.65
驚疑,-0.25,0.55
驚歎,0.0,0.65
驚險,-0.25,0.65
驚駭,-0.45,0.7
驚嚇,-0.5,0.7
驚擾,-0.4,0.45
體面,0.35,0.1
體貼,0.5,0.15
體會,0.35,-0.15
體諒,0.4,-0.05
靈巧,0.55,-0.05
靈活,0.45,-0.2
靈敏,0.4,-0.2
靈感,0.3,-0.2
齷齪,-0.7,0.75
讚,0.65,0.15
讚不絕口,0.8,0.75
讚佩,0.7,0.5
讚嘆,0.65,0.55
讚歎,0.65,0.55
讚賞,0.7,0.45
鬱,-0.5,-0.05
貪污,-0.8,0.65
